# 2154 French Physicians, Military Men and Executives. Serie E, volume 1 : from 1901 to 1963 
# http://cura.free.fr/gauq/902gdE1.html
# 沒有地點的經緯度！
# NUM	  PRO      NAME              	             DAY   MON   YEA     H        CITY                     COD

0347    PH     - CAUCANAS Jsan                   27    06    1910    18:00    Montpellier               34
0348    EX       CAUCHARD Michel                 25    06    1925    23:30    Metz                      57
0349    PH     + CAUJOLLE Farnand                14    07    1901    22:00    Toulouse                  31
0350    PH       CAUSSE Jean                     06    02    1910    02:00    Servian                   34
0351    PH       CAVEL Lucien                    28    09    1906    07:30    Lille                     59
0352    PH       CAYLA Alfred                    07    07    1891    08:00    Neuilly sur Seine         92
0353    PH       CAYLA Jean Simon                14    10    1908    06:00    Ouveillan                 11
0354    MI       CAZEILLES Marcel                08    03    1906    12:00    Banyuls des Aspres        66
0355    PH       CECCALDI Pierre Fernand         29    11    1917    07:00    Jaunay-Clan               86
0356    EX       CEYRAC Erançois                 12    09    1912    18:00    Meyssac                   19
0357    MI     L CHABAN-DELMAS Jacques           07    03    1915    23:40    Paris 13ème               75
0358    MI       CHABOUREAU Pierre               12    06    1914    11:00    Meudon                    92
0359    PH       CHABRUT Robert                  02    10    1899    07:30    Versailles                78
0360    EX       CHADE Léon                      19    04    1904    07:00    Langatte                  57
0361    PH     - CHADOURNE Pierre                13    05    1901    04:00    Brive                     19
0362    MI     * CHAGRIN DE ST HILAIRE Louis     04    06    1821    14:00    St Hilaire/Risle          61
0363    EX       CHAIGNEAU Henri                 24    05    1914    09:00    Marennes                  17
0364    PH     - CHAILLOUET Robert               26    08    1905    01:30    Bourges                   18
0365    MI       CHALLE Bernard                  16    10    1906    08:00    Commercy                  55
0366    PH     + CHALNOT Pierre                  10    02    1903    08:00    Morteau                   25
0367    PH       CHAMBON Louis                   02    08    1921    13:00    Arles                     13
0368    PH       CHAMDON Yves                    23    11    1924    23:00    Nîmes                     30
0369    EX       CHAMPROSAY Thibault de          08    06    1905    23:30    Argentan                  61
0370    MI       CHAMPSAUR Norbert               10    09    1893    04:00    La Saumane                04
0371    EX       CHANTREL Paul                   14    11    1929    07:15    Wissous                   91
0372    EX       CHAPEAU Claude                  30    12    1924    18:30    Orléans                   45
0373    EX       CHAPELLIER Jean                 23    07    1913    10:00    Dury                      80
0374    PH       CHAPTAL Jean-Louis              22    05    1901    20:00    Montpellier               34
0375    EX       CHARHONNIER Mathieu             18    06    1909    23:00    Roche la Molière          42
0376    PH       CHAREIRE Jean                   13    10    1907    19:30    Maringues                 63
0377    MI     * CHARETON Jean Joseph (VEYE)     08    07    1813    04:00    Montélimar                26
0378    PH       CHARLET Jean Louis              01    04    1884    14:00    La Mulatière              69
0379    PH       CHARLEUX Henri                  06    09    1924    15:00    Lizy sur Ourcq            77
0380    PH       CHARLIN André                   20    11    1910    19:00    Morez                     39
0381    PH     - CHARON Jacques                  10    11    1921    23:30    Fontaine-Raoul            41
0382    PH       CHARROUX Pierre                 07    02    1918    15:00    La Machine                58
0383    PH       CHARRUYER Jacques               13    06    1905    01:30    Loudun                    86
0384    PH       CHARRY René                     28    03    1898    10:00    Toulouse                  31
0385    PH     - CHARTIER Louis                  19    11    1899    19:15    Le Mans                   72
0386    PH       CHARTON André                   28    09    1911    17:00    Ossay                     10
0387    PH       CHASSAGNE Pierre                12    01    1912    13:00    Epinal                    88
0388    MI       CHASSEY Georges de              07    01    1902    04:00    Besançon                  25
0389    PH       CHAUDERLOT Bernard              02    01    1922    04:00    Falaise                   14
0390    MI     L CHAUMET Guy                     12    01    1913    17:50    Caen                      14
0391    PH       CHAUMONT André-Jean             16    07    1925    10:15    Besançon                  25
0392    PH     - CHAUSSE Clément                 13    04    1890    12:00    Neuvy St Sepulchre        36
0393    MI       CHAUVIN Gabriel                 17    12    1891    10:00    Commercy                  55
0394    PH       CHAUVIN Rémy                    10    10    1913    22:00    Toulon                    83
0395    EX       CHAVANES Janine de (BOUVET)     06    10    1921    19:30    Salins                    39
0396    PH       CHEMIN Thérès                   05    03    1899    05:00    Louvierg                  27
0397    PH       CHENE Paul                      24    06    1899    13:00    St Pourcain/Sioule        03
0398    PH     + CHENEBAULT Jean                 18    04    1910    21:15    Sens                      89
0399    MI       CHENEVEAU Roger                 05    01    1897    01:00    Chinon                    37
0400    MI       CHERASSE André                  23    01    1906    09:30    Le Montet                 03
0401    PH       CHERIGIE Edouard                23    03    1905    21:00    Fleurbay                  62
0402    MI       CHESNAIS René                   10    11    1922    09:00    Baulon                    35
0403    PH       CHEVALIER Henri                 25    04    1913    10:00    Pont de Beauvoisin        73
0404    MI       CHEVALIER Roger                 03    05    1922    04:00    Marseille                 13
0405    MI     L CHEVIGNE Pierre de              16    06    1909    13:30    Toulon                    83
0406    PH       CHEYNEL Jean                    07    07    1912    01:00    Avignon                   84
0407    EX       CHIBRET Jean                    01    12    1915    22:00    Clermont-Ferrand          63
0408    EX       CHICHET Paul                    11    07    1921    11:00    Vernet les Bains          66
0409    PH       CHIGNON Jean Claude             09    05    1930    19:00    Burie                     17
0410    PH       CHIGOT Paul                     21    02    1906    02:00    Etaples                   62
0411    MI       CHIPPAUX Claude                 13    05    1909    08:00    St Ouen                   75
0412    MI       CHODRON DE COURCEL Geoffroy     11    09    1912    06:00    Tours                     37
0413    EX       CHOLET Jean                     14    08    1920    07:00    Nuits St Georges          21
0414    MI       CHOMEL Raymond                  05    09    1897    19:00    Fourmies                  59
