# 2154 French Physicians, Military Men and Executives. Serie E, volume 1 : from 1901 to 1963 
# http://cura.free.fr/gauq/902gdE1.html
# 沒有地點的經緯度！
# NUM	  PRO      NAME              	             DAY   MON   YEA     H        CITY                     COD

1113    PH     + KOURILSKY Raoul                 19    07    1899    17:00    Bombon                    77
1114    PH       LABARBE Marcel                  30    03    1916    16:00    Mont de Marsan            40
1115    MI       LABARTHE Gérard (THOMAS de)     09    08    1901    09:00    Caen                      14
1116    PH     + LABAT Jean André                27    12    1877    16:00    Bordeaux                  33
1117    PH       LABAYLE Jean                    16    09    1914    22:30    Pau                       64
1118    EX       LABOUCHERE Jacques de           27    06    1920    10:00    St Jean-le-Vieux          01
1119    MI     * LAB0UCHERE René                 13    02    1890    05:00    Paris 8ème                75
1120    EX       LABRO Maurice                   21    09    1910    22:00    Courbevoie                92
1121    MI       LABROUSSE Henri                 08    10    1913    11:00    Marseille                 13
1122    PH       LACAN Jacques                   13    04    1901    14:30    Paris 3ème                75
1123    PH       LACHAUX Maurice                 17    07    1909    01:00    Champlitte                70
1124    MI       LACLOS Henry (CHODERLOS de)     30    09    1878    06:00    Lux                       71
1125    MI       LACOSTE Christian               15    03    1918    21:00    Périgueux                 24
1126    EX       LACOSTE Rene                    02    07    1904    05:00    Paris 10ème               75
1127    EX       LACOUR Pieres                   13    12    1910    03:30    Moissy-Cramayel           77
1128    MI       LADOUSSE Albert                 27    05    1908    08:00    Moumour                   66
1129    PH       LADRAT Jean                     09    07    1910    05:30    La Couronne               16
1130    MI     * LADVOCAT Michel Arsène          18    08    1830    02:00    Le Havre                  76
1131    PH     + LAFAY Bernard                   08    09    1903    18:30    Malakoff                  92
1132    EX       LAFFARGUE Claude                11    08    1930    17:00    Ivry sur Ssins            94
1133    EX       LAFFONT Pierre                  12    03    1913    20:00    Marseille                 13
1133b   EX       LAFFONT Robert                  30    11    1916    04:00    Marseille                 13
1134    EX       LAFON Pierre                    21    01    1899    18:00    St-Mandé                  94
1135    PH       LAFON Pierre                    05    08    1909    05:00    Cauderan-Bordeaux         33
1136    PH       LAFON Robert                    14    05    1905    10:00    Marseilles                34
1137    MI     L LAFONT Henry                    10    08    1920    05:00    Cahors                    46
1138    PH     - LAFONTAINE Eugène               01    01    1915    11:00    Villeparisis              77
1139    PH     - LAFORGE René-Louis              13    03    1903    13:00    La Roche sur Yon          85
1140    PH       LAGACHE Georgss                 02    06    1916    07:00    Lille                     59
1141    PH     - LAGARDE Antoine                 01    10    1925    05:10    La Rochelle               17
1142    MI       LAGARDE Jean                    02    08    1908    12:45    Verdun                    55
1143    MI       LAGARDE Jean-Luc                19    03    1920    12:00    Lyon 6ème                 69
1144    EX       LAGARDERE Jean-Luc              10    02    1928    21:30    Aubiet                    32
1145    PH       LAGNEAU Fernand                 10    10    1917    22:00    Maligny                   89
1146    EX       LAGRANGE Paul(de GAUDIN de)     12    01    1912    01:00    Nantes                    44
1147    MI       LAINE Francis                   16    10    1909    00:30    Brest                     29
1148    EX       LAISNEY Louis                   16    05    1909    14:00    St Servan sur Mer         35
1149    MI     L LALANDE André                   26    05    1913    02:15    Rennes                    35
1150    EX       LALITTE Gaston                  15    03    1909    07:00    Sort-les-Orgues           19
1151    MI       LALLART Pierrs                  08    08    1919    22:00    Gennes-Ivergny            62
1152    MI       LALLOY Maurice                  25    11    1896    04:00    Fumay                     08
1153    PH       LAMARCHE Maurice                16    10    1924    12:00    Nancy                     54
1154    EX       LAMAZERE Roger                  14    04    1929    22:00    Toulouse                  31
1156    MI     * LAMBERT Edmond Marcel           29    07    1845    19:30    Audun-le-Roman            54
1157    PH       LAMBIN Suzanne                  01    08    1902    14:00    Nantes                    44
1158    PH       LAMBLING André                  11    03    1899    14:00    Lille                     59
1159    PH       LAMENSANS André                 04    02    1919    00:00    Epinay sur Seine          93
1160    MI       LAMSON André                    29    10    1908    07:00    Nice                      06
1161    MI       LAMY Jacques                    08    01    1915    11:00    Neuilly sur Seine         92
1162    PH       LAMY Louis                      06    10    1914    22:00    Voiteur                   39
1163    PH     + LAMY Maurice                    18    12    1895    01:00    Amiens                    80
1164    EX       LANAVERRE Lucien                04    06    1912    20:00    Bordeaux                  33
1165    EX       LANCON Jean                     17    09    1914    03:00    Bastia                    20
1166    PH       LANCON Robert                   01    02    1917    03:00    St Trivier/Moignans       01
1167    MI       LANCRENON Robert                30    09    1909    07:30    Montpellier               34
1168    MI       LANES Philipps                  21    12    1913    20:15    Brest                     29
1169    EX       LANG Jack                       02    09    1939    18:00    Mirecourt                 88
1170    EX       LANGARD Victor                  28    04    1915    01:45    Cluses                    74
1171    PH       LANGE Jacques                   04    11    1907    03:00    Sordeaux                  33
1172    PH       LANGERON Léon                   05    12    1888    17:00    Montceaux les mines       71
1173    PH       LANGERON Paul                   17    05    1922    19:25    Lyon 6ème                 69
1174    MI       LANGLADE Paul(GIROT de)         26    07    1894    09:00    Meilhaud                  63
1175    MI       LANGLAIS Pierre                 02    12    1909    16:00    Pontivy                   56
1176    MI       LANGUILLON Jean                 06    03    1912    05:00    Amiens                    80
1177    PH     * LANIEZ Gabriel                  21    11    1897    18:00    Lille                     59
1178    EX       LANO Bernard (de Guéheneuc)     20    11    1913    22:00    St Clair sur Epte         95
1179    EX       LANNOY Robert                   18    06    1915    11:30    St Amand-les-Eaux         59
1180    EX       LANOTE Armand                   19    05    1902    02:00    Vierzon                   18
1181    MI     L LANTENOIS Roger                 04    06    1910    03:00    Brie-Comte-Robert         77
1182    EX       LANVIN Lucie (BOUDRY)           16    08    1902    05:00    Lille                     59
1183    MI       LAPAUME Raphaël                 04    07    1908    10:00    Agen                      47
1184    PH     - LAPEYRE André                   08    05    1891    18:00    St-Astier                 24
1185    MI       LAPEYSSONNIE Léon               16    10    1915    16:00    Montpellier               34
1186    PH     - LAPIERRE Michel                 09    02    1921    08:30    Boulogns sur Mer          62
1187    PH       LAPLANE Dominique               11    08    1928    04:00    Marseille                 13
1188    PH       LAPLANE Robert                  27    06    1907    08:00    Marseille                 13
1189    PH       LARCAN Alain                    25    02    1931    14:00    Nancy                     54
1190    PH       LARENG Louis                    08    04    1923    16:00    Ayzac-Ost                 65
1191    PH       LAROCHE Claude                  04    09    1917    20:00    Sèures                    92
1192    EX       LAROCHE Marguerite (NAVARRON)   27    11    1909    22:00    Morlanne                  64
1193    EX       LA ROCQUE de SEVERAC Bertrand   11    07    1925    01:30    Béthune                   62
1194    MI     * LARTIGUE Marie Hippolyte        17    04    1815    11:00    Montesquieu-Volvest       31
1195    EX       LASHORDES Xavier                01    01    1903    05:00    Castres                   81
1196    MI       LASSALLE Pierre                 10    12    1905    17:00    Belfort                   90
1197    EX       LASSERRE Louis                  17    07    1895    13:00    Villefranche de Rou       12
1198    PH     - LATAILLADE Louis                01    08    1910    05:00    Pau                       64
1199    PH       LATAIX Pierre                   02    07    1911    03:00    Champagnole               39
1200    PH       LATARJET Michel                 01    01    1913    01:00    Lyon 2ème                 69
1201    PH     + LATARJET Raymond                17    10    1911    09:40    Lyon 2ème                 69
1202    MI     * LATHAM Hubert                   10    01    1883    15:00    Paris 8ème                75
1203    EX       LAUBARD Paul                    23    11    1899    06:00    Cajarc                    46
1204    EX       LAUBIE Paulette (CROSES)        15    08    1929    14:00    Charnay lès Mâcon         71
1205    PH       LAUGIER Paul                    03    10    1910    05:00    Avignon                   84
1206    PH       LAUNAY Jacques                  25    05    1925    04:25    Bayeux                    14
1207    MI       LAURE René                      28    06    1912    16:00    Entrecasteaux             83
1208    PH       LAURENS Paul                    28    01    1922    12:05    Carmaux                   81
1209    PH     - LAURENT Francis                 03    04    1923    07:00    Nancy                     54
1210    PH       LAVAL Paul                      06    02    1913    08:00    Espalion                  12
1211    EX       LAVALETTE Dernard de            18    12    1930    05:00    Limoges                   87
1212    MI       LAVAUD Gaston                   28    02    1900    14:00    Le Mans                   72
1213    MI     L LAVERGNE André                  03    04    1913    15:30    Clermont-Ferrand          63
1214    PH     + LAZORTHES Guy                   04    07    1910    08:00    Toulouse                  31
1215    EX       LEBEL Jean                      11    09    1927    10:45    Boulogne-Billt            92
1216    EX       LEBEL Jean Edmond               16    08    1912    08:30    Malo-les Bains            59
1217    EX       LEBEUF Nicolas                  06    10    1934    07:00    Boulogne-Billt            92
1218    MI       LE BIGOT Guillaume              24    02    1909    18:30    Lorient                   56
1219    PH       LEBLANC Marc                    30    01    1905    06:00    St Florentin              89
1220    MI       LE BLEU Jean                    11    09    1879    04:00    Tannois                   55
1221    MI     L LEBON Albert                    01    06    1908    13:30    Haumont                   59
1222    MI       LE BORGNE Claude                10    12    1921    13:00    Rennes                    35
1223    MI       LE BRETON Ernest                22    01    1905    20:00    Huelgoat                  29
1224    MI     * LEBRUN Barthelémy               22    10    1809    16:00    Landrecies                59
1225    PH     - LECCIA Joseph                   03    05    1901    02:00    Ajaccio                   20
1226    MI       LECERF Louis                    29    03    1915    12:00    Toulon                    83
1227    EX       LE CHATELIER Jean               21    03    1924    01:10    Grenoble                  38
1228    PH     - LE CHEVREL Bertrand             17    02    1920    04:00    Domfront                  61
1229    PH     + LE CHUITON Fernand              17    10    1893    23:00    Brest                     29
1230    PH     + LECLAINCHE Xavier               19    04    1899    06:00    Toulouse                  31
1231    EX       LECLAIR Bernard                 03    02    1929    16:30    Pléneuf                   22
1232    EX       LECLERC Edouard                 20    11    1926    10:00    Landernau                 29
1233    EX       LECLERC Marcel                  14    08    1921    02:00    Ajaccio                   20
1234    PH       LECLERCQ Etienne                08    09    1922    21:00    Roubaix                   59
1235    PH       LECLERCQ Robert                 18    05    1921    05:00    Lille                     59
1236    MI       LECLERE Guy                     02    12    1910    12:00    St Valéry/Somme           80
1237    PH       LECOCQ Pierre                   06    12    1910    13:30    St Quentin                02
1238    MI       LE COEUR Edouard                30    04    1899    23:30    Beauvais                  60
1239    MI       LECOINTE Gérard                 07    07    1912    05:00    Poitiers                  86
1240    PH       LECOMTE Daniel                  25    04    1913    07:00    Lille                     59
1241    MI       LECOMTE Jean                    28    11    1903    21:30    Périgueux                 24
1242    MI       LECOULS Pierre                  25    06    1914    22:00    St-Victor                 12
1243    PH       LECUIRE Jean                    07    10    1912    15:00    Toulon                    83
1244    PH       LEDOUX André                    27    01    1912    03:00    Besançon                  25
1245    PH     - LEDOUX Guy                      13    03    1927    23:00    St Omer                   62
1246    EX       LEDUC Michel                    12    03    1909    21:00    Aniche                    59
1247    EX       LEENHARDT Francis               24    04    1908    11:00    Marseille                 13
1248    EX       LEENHARDT Olivier               21    07    1931    04:15    Andrésy                   78
1249    MI     * LEFEBVRE Adolphe                16    04    1820    01:00    Lons-le-Saulnier          39
1250    PH       LEFEBVRE René                   05    02    1913    22:00    La Bassée                 59
1251    EX       LE GALL Paul                    18    09    1920    20:00    St Denis d'Anjou          53
1252    PH     + LEGER Lucien                    29    08    1912    01:00    Bastia                    20
1253    PH       LEGER Victor                    13    04    1898    04:00    Novéant                   57
1254    EX       LEGUEUX Jean François           03    02    1902    09:00    Troyes                    10
1255    PH     - LEISER Jean                     21    04    1913    05:00    St Marcellin              38
1256    PH     + LEJEUNE Jérôme                  13    06    1926    07:30    Montrouge                 92
1257    EX       LE LAMER Michel                 08    11    1928    11:00    Guémené-sur-Scorff        56
1258    PH       LELIEVRE Jean                   01    11    1914    03:00    Sées                      61
1259    PH       LE MAGNEN Jacques               30    07    1916    21:00    Le Havre                  76
1260    PH     + LEMAIRE André                   16    11    1898    16:00    Monthermé                 08
1261    MI       LE MASSON François              26    11    1908    11:00    Montpellier               34
1262    PH       LE MINOR Léon                   16    04    1920    01:00    Pont-l'Abbé               29
1263    MI       LEMOINE Henri                   30    05    1904    05:00    Carhaix                   29
1264    PH       LEMOINE Jean-Marcel             22    02    1905    06:00    Mézidon                   14
1265    PH       LEMUE Francis                   25    09    1929    10:00    Wattrelos                 59
1266    PH       LENDER Théodore                 08    11    1912    04:30    Mulhouse                  68
1267    PH   * + LENEGRE Jean                    25    03    1904    13:00    Paris 10ème               75
1268    EX       LENGAGNE Hursmard               21    02    1920    23:30    Desvres                   62
1269    MI       LENNUYEUX Marcel                31    05    1908    21:00    Toulouse                  31
1270    MI       LENNUYEUX René                  13    09    1904    10:00    Brive la Gaillarde        19
1271    PH       LENOIR Henri                    15    09    1885    21:00    Créances                  50
1272    MI       LENOIR Pierre                   13    10    1911    17:30    St-Mihiel                 55
1273    PH       LENORMAND Jacques               24    10    1896    16:00    Le Puy                    43
1274    EX       LENORMAND Jean-Max              09    03    1915    18:00    Beauvais                  60
1275    EX       LEOTARD Pierre de               06    07    1909    06:00    Bordeaux                  33
1276    PH       LE PAGE René                    04    01    1889    14:30    Orléans                   45
1277    PH       L'EPEE Pierre                   28    05    1915    07:00    Ribérac                   24
1278    PH     + LEPINE Pierre                   15    08    1901    18:00    Lyon 2ème                 69
1279    MI       LEPOTIER Adolphe                01    02    1898    23:45    Nantes                    44
1280    PH       LEPRINCE Albert                 16    07    1872    21:00    Soucé                     61
1281    MI       LE PULOCH Louis                 03    04    1904    07:00    Nantea                    44
1282    EX       LEROUX-DUPEYRON Yves            08    11    1924    08:30    Montpellier               34
1283    EX       LEROY André                     11    09    1892    20:00    Le Raincy                 93
1284    MI       LESCAN Bernard                  29    04    1915    11:30    Dieppe                    76
1285    PH       LESCAUX Maurice                 11    04    1890    09:30    Lille                     59
1286    MI       LESCHI Marien                   20    07    1903    04:00    Venaco                    20
1287    PH       LESOIN René                     13    06    1920    02:00    Marchiennes               59
1288    PH       LESPAGNOL Albert                07    08    1901    02:30    Bruille-Notre Dame        59
1289    MI       LESPINAY Pierre de              07    11    1918    22:30    Lucon                     85
1290    MI       LESQUEN Xavier de               27    11    1903    13:00    Cherbourg                 50
1291    MI       L'ESTOILE Hugues de             07    05    1931    14:00    Poitiers                  86
1292    MI       L'ESTOILE Maurice de            16    08    1903    04:00    Pamiers                   09
1293    PH     - LESUR Jean                      13    09    1909    13:00    St Amand les Eaux         59
1294    PH       LESURE Jean                     21    11    1921    21:00    Reims                     51
1295    MI     L LE TAC Joël                     15    02    1918    11:45    Paris 6ème                75
1296    EX       LE THOMAS Auguste               26    07    1893    02:00    Brest                     29
1297    MI       LEVACON Yves                    29    06    1906    07:30    Nantes                    44
1298    EX       LEVAVASSEUR Robert              12    10    1912    22:30    Dijon                     21
1299    EX       LEVECQ Marcel                   09    07    1910    12:00    Gognies-Chaussées         59
1300    EX       LE VERBE Pierre                 26    08    1905    14:00    Trouville                 14
1301    MI       LEVESQUE Donatien               02    05    1913    16:30    Nantes                    44
1302    PH       LEVRAT Marcel                   22    08    1903    15:00    Lyon 2ème                 69
1303    MI,EX  L LEVY Jean-Pierre                28    05    1911    17:30    Strasbourg                67
1303b   MI     L LEVY Roger                      17    08    1914    02:30    Commercy                  55
1304    PH     - L'HENORET Francoia              26    10    1910    07:00    Plougasnou                29
1305    PH       L'HERITIER Philippe             03    01    1906    02:20    Ambert                    63
1306    EX       L'HOPITAULT Michel              24    12    1930    01:00    Mousseaux les Bray        77
1307    EX       LHOSPIED Jean                   11    02    1900    09:00    Pougues les Eaux          58
1308    PH       LHUSSIER André                  10    05    1923    22:30    Maubeuge                  59
1309    PH       LICHTWITZ André                 31    10    1899    11:00    Le Bouscat                33
1310    PH       LIEBER Auguste                  24    05    1914    21:45    Strasbourg                67
1311    EX       LIGNEL Jean                     07    08    1908    23:45    Le Raincy                 78
1312    PH       LIMOUSIN Henri                  25    03    1893    11:00    St Léonard de Nob         87
1313    PH       LINTILHAC Jean-Paul             30    03    1919    07:00    Laveyssière               24
1314    EX       LIOGIER Albert                  17    02    1910    10:30    Yssingeaux                43
1315    PH       LISSITZKY Serge                 22    11    1919    13:00    Bourg-en-Bresse           01
1316    MI     * LOGEROT François Auguste        01    02    1825    07:00    Noyers                    41
1317    PH       LOLMEDE Charles                 17    02    1913    18:30    Montauban                 82
1318    PH       LOMBARD Gabriel                 26    08    1924    08:15    Aurillac                  15
1319    EX       LONGUET Henri                   17    09    1902    09:00    Brest                     29
1320    MI       LORAIN Jean                     03    11    1908    14:00    Bourg la Reine            92
1321    MI       LORILLOT Henri                  18    08    1901    08:00    Bourges                   18
1322    EX       LORJOU Bernard                  09    09    1908    05:00    Blois                     41
1323    MI       LORON Robert                    09    12    1919    10:00    Chambon-la-Forêt          45
1324    MI       LORTHOLARY Henri                06    11    1890    15:00    Tulle                     19
1325    EX       LORTON Joseph                   02    07    1909    09:00    Charlieu                  42
1326    PH     + LOUBATIERES Auguste             28    12    1912    15:00    Agde                      34
1327    MI       LOUF Pierre                     24    01    1915    03:00    Nieppe                    59
1328    EX       LOUIS Jacques                   26    08    1924    11:00    Chartres                  28
1329    EX       LOUIS Roger                     29    01    1925    16:30    Arras                     62
1330    MI     L LOUIS-DREYFUS Pierre            17    05    1908    23:00    Paris 8ème                75
1331    MI       LOUISOT Robert                  19    09    1914    13:00    Lunéville                 54
1332    EX       LOUVET Jacques                  01    08    1930    15:00    Montreuil                 93
1333    PH     + LOUYOT Pierre                   09    12    1902    11:00    Nancy                     54
1334    PH       LUBIN Pierre                    21    06    1893    04:00    Ablon sur Seine           94
1335    PH       LUCAM Félix                     19    11    1906    14:00    Ferrières                 45
1336    PH       LUCAS Alexandre                 11    08    1909    19:00    Camaret sur Mer           29
1337    MI       LUCAS Pierre                    07    06    1913    16:00    Lorient                   56
1338    EX       LUCIEN René                     05    02    1900    07:00    Marseille                 13
1339    PH       LUZUY Maurice                   10    12    1901    04:00    Aubervilliers             93
1340    PH     + LWOFF André                     08    05    1902    14:00    Ainay-le-Château          03
1341    MI       MACHENAUD Roger                 25    12    1918    08:15    Rennes                    35
1342    EX       MAEGHT Aimé                     27    04    1906    15:00    Hazebrouck                59
1343    EX       MAES Albert                     22    02    1907    09:30    Tourcoing                 59
1344    PH       MAGNIER Pierre                  10    12    1907    14:00    St Etienne-du-Rouvre      76
1345    PH       MAGNIN Félix                    18    03    1914    08:00    Montmerle                 01
1346    PH       MAGNIN Pierre                   24    07    1926    07:45    Nancy                     54
1347    MI       MAHIEUX Ernest-Wilfrid          05    05    1910    00:20    Origny-Ste Benoite        02
1348    EX       MAHMOUDI Marie-Josèphe (MASSE)  14    03    1911    18:00    St Just en Chaussée       60
1349    PH       MAHON Raymond                   27    01    1902    22:00    St Martin-de-Sescas       33
1350    PH       MAHOUDEAU Daniel                24    09    1907    05:00    Amboise                   37
1351    PH       MAIGNE Robert                   08    04    1923    06:30    Blesle                    43
1352    EX       MAIL Léone                      29    05    1916    08:00    Fécamp                    76
1353    PH     - MAILLARD Jean                   08    02    1908    06:00    Troyes                    10
1354    PH       MAILLARD Jean                   24    03    1910    09:00    Sceaux                    92
1355    PH       MAILLARD Jean-Noël              23    12    1923    12:30    Tourcoing                 59
1356    MI     L MILLET Jacques                  20    04    1913    10:00    Paris 10ème               75
1357    PH       MAILLET Marcel                  05    11    1881    13:30    Nancy                     54
1358    MI       MAILLEY Jean-Baptiste           16    02    1911    15:00    Dun-le-Palestel           23
1359    MI       MAIRAL-BERNARD Emile            24    02    1918    11:00    St-Victor                 03
1360    EX       MAISSANT Jean                   23    01    1926    01:00    Gennevilliers             92
1361    MI       MALAGUTI Michel                 27    03    1898    14:00    Guingamp                  22
1362    PH       MALANGEAU Pierre                09    12    1910    08:30    Blois                     41
1363    EX       MALARTRE Henri                  17    12    1905    20:00    St-Joseph                 42
1364    PH       MALHER Guy                      20    04    1932    03:00    Longwy                    54
1365    EX       MALLET Robert                   10    09    1925    18:30    Vichy                     03
1366    PH     + MALLET-GUY Pierre               19    05    1897    03:00    Beaune                    21
1367    PH     + MALMEJAC Jean                   05    06    1903    04:45    Arras                     62
1368    MI     L MALRAUX André                   03    11    1901    16:00    Paris 18ème               75
1369    EX       MALTERRE André                  18    12    1909    12:00    Corbeil                   91
1370    MI     L MANCEAUX-DEMIAU Pierre          01    08    1898    12:30    Rabastens                 81
1371    PH       MANDE Raymond                   19    06    1910    08:00    Goncelin                  38
1372    EX       MANDLE Armand                   27    04    1898    17:00    Pouilly-en-Auxois         21
1373    PH       MANGENEY Léon                   26    02    1908    23:00    Colmar                    68
1374    PH       MANGENOT Georges                26    03    1899    03:00    Bruyères                  88
1375    MI       MANGENOT Michel                 29    11    1928    16:25    Lille                     59
1376    MI       MANGIN Jacques                  16    11    1917    11:00    Annecy                    74
1377    MI     L MANGIN Stanislas                20    09    1917    21:30    Paris 16ème               75
1378    MI       MANHES Pierre                   20    01    1888    07:00    Aurillac                  15
1379    EX       MARCEAU Marcel (MANGEL)         22    03    1923    08:00    Strasbourg                67
1380    EX       MARCELLIN Noël                  25    12    1898    00:30    St Michel de Maur         73
1381    PH       MARCENAC Louis                  16    02    1885    02:00    Varetz                    19
1382    MI       MARCHAL Bernard                 25    03    1905    16:15    Lunéville                 54
1383    PH       MARCHAND Léon                   06    05    1873    11:30    Creil                     60
1384    PH       MARCHAND Marcel                 19    11    1901    01:00    Villereau                 59
1385    EX       MARCHETTI Charles               07    03    1916    02:00    Metzeresche               57
1386    MI       MARIAS Raoul                    01    01    1911    20:00    Oriolles                  16
1387    MI       MARIE Jean                      08    01    1891    15:00    Honfleur                  14
1388    EX       MARIE Pierre                    18    05    1900    05:00    Pont-Audemer              27
1389    PH       MARIGNAN Roger                  16    06    1920    23:00    Nîmes                     30
1390    PH       MARMET André                    05    12    1908    00:00    Lons le Saunier           39
1391    PH     + MATHE Georges                   09    07    1922    23:00    Sermages                  58
1392    MI       MATHET François                 21    05    1908    19:30    Vesoul                    70
1393    PH       MATHIEU Francois                31    07    1909    10:00    Rambervilliers            88
1394    PH       MATHIVAT André                  17    12    1907    13:30    Châtel-Guyon              63
1395    MI       MATHON Edouard                  07    02    1916    14:00    Valence                   26
1396    MI       MARTIN Jacques                  28    05    1907    01:00    Auray                     56
1397    EX       MARTIN René                     30    07    1912    16:30    Roscoff                   29
1398    EX       MARTIN Roger                    20    07    1903    04:00    Villette-les-Arbois       39
1399    EX       MARTINET Henri                  08    10    1906    05:00    Ste-Menehould             51
1400    MI       MARTIN-SIBILLE Yves             22    11    1918    20:00    Epinal                    88
1401    MI       MARTRE Jean-Francois            06    02    1928    06:00    Bélesta                   09
1402    MI       MARTRE Marcel                   05    12    1910    18:00    Villelongue de la S       66
1403    MI       MARZLOFF Jean                   08    08    1909    22:00    Brest                     29
1404    EX       MASCRE Robert                   24    02    1903    08:00    Chauny                    02
1405    PH       MASMONTEIL Fernand              13    04    1889    06:00    Treignac                  19
1406    PH       MASQUIN Pierre                  21    10    1900    08:00    Carpentras                84
1407    PH     + MASSE Lucien                    22    01    1895    06:00    Bordeaux                  33
1408    EX       MASSENET Gilles                 16    04    1903    18:30    Vannes                    56
1409    MI       MASSON Pierre                   02    02    1904    20:00    Vannes                    56
1410    MI     L MASSON Robert                   19    01    1914    16:00    Paris 16ème               75
1411    EX       MASSON REGNAULT Maurice         25    05    1897    15:30    Chalindrey                52
1412    EX       MASSOT Henri                    25    04    1903    18:00    Marseille                 13
1413    EX       MATISSART dean                  18    05    1910    05:00    Rouen                     76
1414    MI       MATRAS Pierre                   29    08    1914    06:45    Valence                   26
1415    EX       MATRAT Lucien                   18    08    1906    04:00    Loddes                    03
1416    EX       MAURE Germain                   09    05    1895    12:00    Beuvry                    59
1416b   PH       MAURER Pierre                   22    05    1924    05:00    Paris 6ème                75
1417    MI     L MAURICE-BOKANOVSKI Michel       06    11    1912    20:00    Paris 8ème                75
1418    PH     - MAURY Jacques                   26    02    1908    23:00    Le Mans                   72
1419    EX       MAZARD Jean-Marie               14    01    1907    14:00    Limoges                   87
1420    PH       MAZARS Gabriel                  10    06    1918    07:00    Decazeville               12
1421    MI       MAZAUD Raymond                  07    08    1919    21:30    La Châtre                 36
1422    MI       MAZER Paul                      12    08    1894    20:00    Alès                      30
1423    PH       MAZINGARBE André                06    01    1910    16:00    Montargis                 45
1424    MI       MEERSSEMAN Eernand              10    01    1893    18:00    Rouen                     76
1425    EX       MEGNIN François                 17    01    1923    02:00    Beauvais                  60
1426    PH     - MEGRET Robert                   04    02    1890    20:00    Cheroy                    89
1427    MI       MELCHIOR Charles                14    04    1925    07:45    Thionville                57
1428    PH     - MELCHIOR René                   19    05    1895    10:00    Aboncourt                 57
1429    MI       MELTZ André                     24    05    1910    16:30    Vagney                    88
1431    MI       MENDITTE Jacques de             11    08    1905    13:00    Amiens                    80
1432    PH       MENEGAUX Georges                23    11    1895    10:00    Bourg la Reine            92
1433    MI       MENNESSIER Jacques              07    05    1918    10:00    Evreux                    27
1434    MI     L MENTHON Eransois de             08    01    1900    13:00    Montmirey-la-Ville        39
1435    EX       MEO Jean                        26    04    1927    01:00    Vosne-Romanée             21
1436    PH       MERCADIER Maurice               21    01    1917    03:00    Rignac                    12
1437    PH     + MERGER Robert                   31    01    1903    05:00    Chaumont                  52
1438    PH,EX    MERIEUX Charles                 09    01    1907    22:00    Lyon 2ème                 69
1439    MI       MERLE Guy du                    01    01    1908    17:00    Toulon                    83
1440    PH       MERLE Pierre                    19    07    1904    12:00    Montpellier               34
1441    PH     - MERLE-BERAL Jacques             23    06    1908    23:00    Esvres                    37
1442    PH     + MERLE D'AUDIGNE Robert          23    07    1900    04:00    Neuilly sur Seine         92
1443    EX       MERLIN Louis                    10    10    1901    02:00    Bourges                   18
1444    MI       MESMAY Jean de                  02    02    1879    07:15    Le Mée                    77
1445    PH       MESNARD Pierre                  01    12    1910    01:00    Périguaux                 24
1446    MI     L MESSMER Piarre                  20    03    1916    06:15    Vincennes                 75
1447    EX       METIVET Pierre                  29    09    1925    13:00    St-Mandé                  94
1448    MI       METTAVANT René                  14    01    1908    05:00    Nancy                     54
1449    PH       METZ Bernard                    04    08    1920    06:30    Strasbourg                67
1450    EX       METZ Victor de                  28    04    1902    12:00    Vesoul                    70
1451    PH       MEUNIER André                   14    10    1903    20:30    Châlons sur Marne         51
1452    EX       MEUNIER Jean                    19    05    1906    08:00    Bourges                   18
1453    PH     - MEYER Alain-Jacques             05    05    1930    02:00    St-Mandé                  94
1454    EX       MEYER Paul                      05    05    1913    19:15    Guebwiller                68
1455    PH       MEYER Philippe                  04    05    1933    15:58    Neuilly sur Seine         92
1456    PH       MEYNIEL Gaston                  17    11    1923    05:00    St-Urcize                 15
1457    MI       MEYNIER Robert                  28    07    1906    12:00    Noyon                     60
1458    PH     + MIALARET Jacques                29    11    1904    04:00    Sedan                     08
1459    PH       MIAS Lucien                     28    09    1930    14:00    St Germain de Calb        48
1460    PH       MICHAUD Pierre                  02    04    1915    10:20    Cluses                    74
1461    EX       MICHAUD Robert                  15    04    1906    03:30    Marignier                 74
1462    PH     - MICHELET Léon                   24    09    1904    05:00    Javerdat                  87
1463    EX       MIGNO Marcel                    26    02    1919    19:00    Royan                     17
1464    PH       MILLER Georges                  16    07    1913    18:00    Reims                     51
1465    PH       MILLIEZ Paul                    15    06    1912    08:30    Mons en Baroeul           59
1466    MI     * MILLOT Charles Theodore         28    06    1829    15:00    Montigny sur Aube         21
1467    PH       MILLOT Jean                     14    11    1920    22:30    Montargis                 45
1468    PH     - MINET Pierre                    23    05    1908    23:30    Billy-Montigny            62
1469    EX       MINEUR Jean                     12    03    1902    15:30    Valenciennes              59
1469b   PH       MINKOVSKI Alexandre             05    12    1915    19:00    Paris 14ème               75
1470    PH       MINNE Jean                      17    07    1902    17:00    Plomion                   02
1471    MI       MIRAMBEAU Henri                 29    07    1909    02:30    Montauban                 82
1472    PH       MIRLEAU Jean de                 03    05    1905    02:00    Alençon                   61
1473    MI       MITTERRAND Jacques              21    05    1918    06:00    Angoulème                 16
1474    EX       MITTERRAND Robert               22    09    1915    20:30    Jarnac                    16
1475    MI       MOGNARD Roger                   04    12    1922    05:00    Fourchambault             58
